id,JobId,SkillId
js-000411,job-00129,sk-material-handling
js-000412,job-00130,sk-production-work
js-000413,job-00130,sk-industrial-manufacturing
js-000414,job-00131,sk-production-work
js-000415,job-00131,sk-packaging
js-000416,job-00131,sk-cleaning
js-000417,job-00132,sk-production-work
js-000418,job-00132,sk-industrial-manufacturing
js-000419,job-00132,sk-assembly
js-000420,job-00133,sk-production-work
js-000421,job-00133,sk-industrial-manufacturing
js-000422,job-00133,sk-production-line-work
js-000423,job-00133,sk-machine-operation
js-000424,job-00133,sk-assembly
js-000425,job-00133,sk-packaging
js-000426,job-00133,sk-welding
js-000427,job-00133,sk-metalworking
js-000428,job-00134,sk-production-work
js-000429,job-00134,sk-industrial-manufacturing
js-000430,job-00134,sk-machine-operation
js-000431,job-00134,sk-cnc-machining
js-000432,job-00135,sk-production-work
js-000433,job-00135,sk-industrial-manufacturing
js-000434,job-00136,sk-production-work
js-000435,job-00136,sk-industrial-manufacturing
js-000436,job-00136,sk-production-line-work
js-000437,job-00136,sk-packaging
js-000438,job-00137,sk-production-work
js-000439,job-00137,sk-industrial-manufacturing
js-000440,job-00137,sk-assembly
js-000441,job-00138,sk-production-work
js-000442,job-00138,sk-packaging
js-000443,job-00138,sk-quality-control
js-000444,job-00139,sk-production-work
js-000445,job-00139,sk-industrial-manufacturing
js-000446,job-00139,sk-assembly
js-000447,job-00140,sk-production-work
js-000448,job-00141,sk-production-work
js-000449,job-00141,sk-industrial-manufacturing
js-000450,job-00141,sk-production-line-work
js-000451,job-00142,sk-production-work
js-000452,job-00143,sk-production-work
js-000453,job-00144,sk-production-work
js-000454,job-00144,sk-industrial-manufacturing
js-000455,job-00144,sk-machine-operation
js-000456,job-00144,sk-packaging
js-000457,job-00145,sk-production-work
js-000458,job-00145,sk-quality-control
js-000459,job-00146,sk-production-work
js-000460,job-00147,sk-production-work
js-000461,job-00148,sk-production-work
js-000462,job-00148,sk-industrial-manufacturing
js-000463,job-00148,sk-machine-operation
js-000464,job-00148,sk-cnc-machining
js-000465,job-00149,sk-production-work
js-000466,job-00149,sk-industrial-manufacturing
js-000467,job-00149,sk-machine-operation
js-000468,job-00149,sk-packaging
js-000469,job-00149,sk-quality-control
js-000470,job-00150,sk-production-work
js-000471,job-00150,sk-industrial-manufacturing
js-000472,job-00150,sk-machine-operation
js-000473,job-00150,sk-cnc-machining
js-000474,job-00150,sk-assembly
js-000475,job-00151,sk-production-work
js-000476,job-00151,sk-industrial-manufacturing
js-000477,job-00151,sk-machine-operation
js-000478,job-00152,sk-production-work
js-000479,job-00152,sk-industrial-manufacturing
js-000480,job-00152,sk-machine-operation
js-000481,job-00152,sk-assembly
js-000482,job-00152,sk-packaging
js-000483,job-00152,sk-quality-control
js-000484,job-00153,sk-production-work
js-000485,job-00153,sk-industrial-manufacturing
js-000486,job-00153,sk-machine-operation
js-000487,job-00153,sk-packaging
js-000488,job-00153,sk-warehouse-operations
js-000489,job-00154,sk-production-work
js-000490,job-00154,sk-industrial-manufacturing
js-000491,job-00154,sk-machine-operation
js-000492,job-00154,sk-assembly
js-000493,job-00154,sk-packaging
js-000494,job-00154,sk-quality-control
js-000495,job-00155,sk-production-work
js-000496,job-00155,sk-industrial-manufacturing
js-000497,job-00155,sk-machine-operation
js-000498,job-00155,sk-packaging
js-000499,job-00155,sk-quality-control
js-000500,job-00156,sk-production-work
js-000501,job-00156,sk-industrial-manufacturing
js-000502,job-00156,sk-production-line-work
js-000503,job-00156,sk-packaging
js-000504,job-00157,sk-production-work
js-000505,job-00158,sk-production-work
js-000506,job-00159,sk-production-work
js-000507,job-00159,sk-industrial-manufacturing
js-000508,job-00159,sk-machine-operation
js-000509,job-00159,sk-quality-control
js-000510,job-00160,sk-production-work
js-000511,job-00161,sk-production-work
js-000512,job-00162,sk-production-work
js-000513,job-00163,sk-production-work
js-000514,job-00163,sk-industrial-manufacturing
js-000515,job-00164,sk-production-work
js-000516,job-00164,sk-industrial-manufacturing
js-000517,job-00164,sk-quality-control
js-000518,job-00165,sk-production-work
js-000519,job-00165,sk-industrial-manufacturing
js-000520,job-00165,sk-machine-operation
js-000521,job-00165,sk-warehouse-operations
js-000522,job-00166,sk-production-work
js-000523,job-00167,sk-production-work
js-000524,job-00168,sk-production-work
js-000525,job-00168,sk-industrial-manufacturing
js-000526,job-00168,sk-production-line-work
js-000527,job-00168,sk-machine-operation
js-000528,job-00169,sk-production-work
js-000529,job-00169,sk-quality-control
js-000530,job-00170,sk-production-work
js-000531,job-00170,sk-industrial-manufacturing
js-000532,job-00170,sk-assembly
js-000533,job-00171,sk-production-work
js-000534,job-00171,sk-industrial-manufacturing
js-000535,job-00171,sk-production-line-work
js-000536,job-00171,sk-machine-operation
js-000537,job-00171,sk-quality-control
js-000538,job-00172,sk-production-work
js-000539,job-00172,sk-industrial-manufacturing
js-000540,job-00172,sk-machine-operation
js-000541,job-00172,sk-assembly
js-000542,job-00173,sk-production-work
js-000543,job-00173,sk-industrial-manufacturing
js-000544,job-00173,sk-machine-operation
js-000545,job-00174,sk-production-work
js-000546,job-00174,sk-industrial-manufacturing
js-000547,job-00174,sk-assembly
js-000548,job-00174,sk-quality-control
js-000549,job-00174,sk-warehouse-operations
js-000550,job-00175,sk-production-work
js-000551,job-00175,sk-industrial-manufacturing
js-000552,job-00175,sk-machine-operation
js-000553,job-00175,sk-quality-control
js-000554,job-00176,sk-production-work
js-000555,job-00176,sk-industrial-manufacturing
js-000556,job-00176,sk-machine-operation
js-000557,job-00176,sk-quality-control
js-000558,job-00177,sk-production-work
js-000559,job-00177,sk-industrial-manufacturing
js-000560,job-00177,sk-assembly
js-000561,job-00177,sk-quality-control
js-000562,job-00178,sk-production-work
js-000563,job-00178,sk-industrial-manufacturing
js-000564,job-00178,sk-machine-operation
js-000565,job-00178,sk-assembly
js-000566,job-00178,sk-cleaning
js-000567,job-00179,sk-production-work
js-000568,job-00179,sk-industrial-manufacturing
js-000569,job-00179,sk-machine-operation
js-000570,job-00179,sk-packaging
js-000571,job-00179,sk-quality-control
js-000572,job-00180,sk-production-work
js-000573,job-00180,sk-industrial-manufacturing
js-000574,job-00180,sk-machine-operation
js-000575,job-00180,sk-assembly
js-000576,job-00181,sk-production-work
js-000577,job-00181,sk-quality-control
js-000578,job-00182,sk-production-work
js-000579,job-00182,sk-industrial-manufacturing
js-000580,job-00182,sk-machine-operation
js-000581,job-00182,sk-quality-control
js-000582,job-00183,sk-production-work
js-000583,job-00183,sk-industrial-manufacturing
js-000584,job-00183,sk-production-line-work
js-000585,job-00183,sk-machine-operation
js-000586,job-00183,sk-packaging
js-000587,job-00184,sk-production-work
js-000588,job-00184,sk-industrial-manufacturing
js-000589,job-00185,sk-production-work
js-000590,job-00185,sk-industrial-manufacturing
js-000591,job-00185,sk-machine-operation
js-000592,job-00185,sk-assembly
js-000593,job-00185,sk-packaging
js-000594,job-00186,sk-production-work
js-000595,job-00186,sk-industrial-manufacturing
js-000596,job-00186,sk-slovenian-language
js-000597,job-00187,sk-production-work
js-000598,job-00187,sk-industrial-manufacturing
js-000599,job-00187,sk-machine-operation
js-000600,job-00187,sk-assembly
js-000601,job-00188,sk-production-work
js-000602,job-00188,sk-industrial-manufacturing
js-000603,job-00188,sk-machine-operation
js-000604,job-00188,sk-quality-control
js-000605,job-00189,sk-production-work
js-000606,job-00189,sk-industrial-manufacturing
js-000607,job-00189,sk-machine-operation
js-000608,job-00189,sk-assembly
js-000609,job-00189,sk-cleaning
js-000610,job-00190,sk-production-work
js-000611,job-00190,sk-industrial-manufacturing
js-000612,job-00190,sk-machine-operation
js-000613,job-00190,sk-quality-control
js-000614,job-00191,sk-production-work
js-000615,job-00191,sk-industrial-manufacturing
js-000616,job-00191,sk-machine-operation
js-000617,job-00191,sk-quality-control
js-000618,job-00192,sk-production-work
js-000619,job-00193,sk-production-work
js-000620,job-00193,sk-industrial-manufacturing
js-000621,job-00193,sk-production-line-work
js-000622,job-00193,sk-machine-operation
js-000623,job-00193,sk-assembly
js-000624,job-00193,sk-packaging
js-000625,job-00194,sk-production-work
js-000626,job-00194,sk-industrial-manufacturing
js-000627,job-00194,sk-assembly
js-000628,job-00195,sk-production-work
js-000629,job-00195,sk-industrial-manufacturing
js-000630,job-00195,sk-packaging
js-000631,job-00195,sk-warehouse-operations
js-000632,job-00196,sk-production-work
js-000633,job-00196,sk-industrial-manufacturing
js-000634,job-00196,sk-packaging
js-000635,job-00196,sk-warehouse-operations
js-000636,job-00197,sk-production-work
js-000637,job-00197,sk-industrial-manufacturing
js-000638,job-00198,sk-production-work
js-000639,job-00198,sk-machine-operation
js-000640,job-00198,sk-forklift-operation
js-000641,job-00198,sk-cleaning
js-000642,job-00199,sk-production-work
js-000643,job-00199,sk-industrial-manufacturing
js-000644,job-00199,sk-production-line-work
js-000645,job-00199,sk-quality-control
js-000646,job-00200,sk-production-work
js-000647,job-00200,sk-industrial-manufacturing
js-000648,job-00200,sk-production-line-work
js-000649,job-00200,sk-quality-control
js-000650,job-00201,sk-nursing
js-000651,job-00201,sk-patient-care
js-000652,job-00202,sk-nursing
js-000653,job-00202,sk-patient-care
js-000654,job-00202,sk-medicine
js-000655,job-00202,sk-dental-care
js-000656,job-00203,sk-nursing
js-000657,job-00203,sk-patient-care
js-000658,job-00204,sk-teaching
js-000659,job-00204,sk-higher-education
js-000660,job-00204,sk-healthcare-education
js-000661,job-00205,sk-nursing
js-000662,job-00205,sk-patient-care
js-000663,job-00205,sk-intensive-care
js-000664,job-00205,sk-medicine
js-000665,job-00206,sk-nursing
js-000666,job-00206,sk-patient-care
js-000667,job-00206,sk-intensive-care
js-000668,job-00207,sk-nursing
js-000669,job-00207,sk-patient-care
js-000670,job-00207,sk-medicine
js-000671,job-00207,sk-psychiatry
js-000672,job-00208,sk-nursing
js-000673,job-00208,sk-patient-care
js-000674,job-00208,sk-medicine
js-000675,job-00208,sk-dental-care
js-000676,job-00209,sk-nursing
js-000677,job-00209,sk-patient-care
js-000678,job-00209,sk-medicine
js-000679,job-00209,sk-dental-care
js-000680,job-00210,sk-nursing
js-000681,job-00210,sk-patient-care
js-000682,job-00210,sk-intensive-care
js-000683,job-00210,sk-medicine
js-000684,job-00210,sk-dental-care
js-000685,job-00211,sk-nursing
js-000686,job-00211,sk-patient-care
js-000687,job-00211,sk-intensive-care
js-000688,job-00211,sk-communication
js-000689,job-00212,sk-nursing
js-000690,job-00212,sk-patient-care
js-000691,job-00212,sk-intensive-care
js-000692,job-00212,sk-medicine
js-000693,job-00212,sk-dental-care
js-000694,job-00213,sk-nursing
js-000695,job-00213,sk-patient-care
js-000696,job-00213,sk-intensive-care
js-000697,job-00213,sk-medicine
js-000698,job-00213,sk-psychiatry
js-000699,job-00214,sk-nursing
js-000700,job-00214,sk-patient-care
js-000701,job-00215,sk-nursing
js-000702,job-00215,sk-patient-care
js-000703,job-00215,sk-intensive-care
js-000704,job-00215,sk-medicine
js-000705,job-00215,sk-dental-care
js-000706,job-00216,sk-nursing
js-000707,job-00216,sk-patient-care
js-000708,job-00216,sk-medicine
js-000709,job-00216,sk-dental-care
js-000710,job-00217,sk-nursing
js-000711,job-00217,sk-patient-care
js-000712,job-00217,sk-intensive-care
js-000713,job-00217,sk-medicine
js-000714,job-00218,sk-nursing
js-000715,job-00218,sk-patient-care
js-000716,job-00218,sk-intensive-care
js-000717,job-00218,sk-medicine
js-000718,job-00218,sk-dental-care
js-000719,job-00218,sk-neurology
js-000720,job-00219,sk-nursing
js-000721,job-00219,sk-patient-care
js-000722,job-00219,sk-intensive-care
js-000723,job-00219,sk-medicine
js-000724,job-00219,sk-dental-care
js-000725,job-00219,sk-neurology
js-000726,job-00220,sk-nursing
js-000727,job-00220,sk-patient-care
js-000728,job-00220,sk-intensive-care
js-000729,job-00220,sk-medicine
js-000730,job-00220,sk-dental-care
js-000731,job-00220,sk-neurology
js-000732,job-00221,sk-nursing
js-000733,job-00221,sk-patient-care
js-000734,job-00221,sk-intensive-care
js-000735,job-00221,sk-medicine
js-000736,job-00221,sk-dental-care
js-000737,job-00221,sk-neurology
js-000738,job-00222,sk-nursing
js-000739,job-00222,sk-patient-care
js-000740,job-00222,sk-intensive-care
js-000741,job-00222,sk-medicine
js-000742,job-00222,sk-dental-care
js-000743,job-00222,sk-neurology
js-000744,job-00223,sk-nursing
js-000745,job-00223,sk-patient-care
js-000746,job-00223,sk-medicine
js-000747,job-00223,sk-dental-care
js-000748,job-00223,sk-neurology
js-000749,job-00224,sk-nursing
js-000750,job-00224,sk-patient-care
js-000751,job-00224,sk-medicine
js-000752,job-00224,sk-dental-care
js-000753,job-00225,sk-nursing
js-000754,job-00225,sk-patient-care
js-000755,job-00225,sk-intensive-care
js-000756,job-00226,sk-nursing
js-000757,job-00226,sk-patient-care
js-000758,job-00226,sk-medicine
